ENSMUST00000097833	Gm10568
NM_173775	Ccdc37
NM_001134384	Iqsec1
NM_018815	Nup210
XR_034701	Gm7755
NM_009527	Wnt7a
NM_133928	Chchd4
NM_009531	Xpc
NM_001159507	Grip2
NM_025578	Mrps25
NM_030081	Zfyve20
NM_009426	Trh
NM_001134461	Prickle2
NM_001029850	Magi1
NM_008377	Lrig1
NR_033559	AY512915
NR_003643	1700123L14Rik
NM_177233	Fam19a4
BC048939	A130022J15Rik
NM_001081111	Tmf1
NM_011666	Uba3
NM_001081157	Lmod3
NM_145148	Frmd4b
NM_053202	Foxp1
NM_025829	Eif4e3
NM_015768	Prok2
NM_181590	Shq1
NM_018884	Pdzrn3
NM_008779	Cntn3
NM_008370	Il5ra
NM_021449	Crbn
NM_145937	Sumf1
ENSMUST00000053559	5031434C07Rik
BC116438	D630042P16Rik
NM_001081147	Oxtr
NM_001167730	Rad18
NM_080448	Srgap3
NM_177763	Lhfpl4
NM_133926	Camk1
NM_133932	Tada3
NM_001033204	Rpusd3
NM_178373	Cidec
NM_172487	Prrt3
NM_175101	Tmem111
NM_027633	4931417G12Rik
NM_021488	Ghrl
NM_024206	Sec13
NM_009723	Atp2b2
NM_177683	Vgll4
NM_026894	1500001M20Rik
NM_080639	Timp4
NM_001101431	2510049J12Rik
XR_034896	Gm14335
NM_001168256	Tmem40
NM_172086	Rpl32
NR_028546	Snora7a
BC060267	BC060267
NM_010774	Mbd4
NM_026376	Plxnd1
NM_177412	Tmcc1
NM_009662	Alox5
NM_146446	Olfr215
NM_178045	Rassf4
NM_178768	Tmem72
NM_033648	Fxyd4
NM_030165	Csgalnact2
NM_001080780	Ret
NM_194339	Bms1
NM_028335	Zfp248
NM_011763	Zfp9
NM_001081112	Ankrd26
NM_001159533	Cacna1c
NM_172492	Lrtm2
NM_197985	Adipor2
NM_009525	Wnt5b
NM_198703	Wnk1
NM_001037155	Hsn2
NM_026028	Ccdc77
NM_033567	Cecr6
NM_144815	Cecr5
NM_007510	Atp6v1e1
NM_007544	Bid
NM_001033354	Iqsec3
NM_016970	Klrg1
NM_007905	Phc1
NM_027664	Rimklb
NM_031159	Apobec1
NM_008108	Gdf3
NM_011401	Slc2a3
NM_009779	C3ar1
ENSMUST00000050391	Gm5316
NM_019948	Clec4e
NM_001104634	Vmn2r20
ENSMUST00000100968	Vmn2r-ps33
NM_001104642	Vmn2r27
NM_001177502	1700013D24Rik
NM_008995	Pex5
NM_153508	Clstn3
NM_144938	C1s
NM_173864	Gm5077
NM_013536	Emg1
NR_029554	Mir141
NR_029792	Mir200c
NM_013545	Ptpn6
NM_013535	Grcc10
NR_024201	Rnu7
NM_007881	Atn1
NM_013509	Eno2
NM_013588	Lrrc23
NM_009415	Tpi1
NM_013700	Usp5
NM_013530	Gnb3
NM_013534	Leprel2
NM_013533	Gpr162
NM_013488	Cd4
NM_008479	Lag3
NM_026988	Ptms
NM_012003	Cops7a
NM_146171	Ncapd2
NM_145391	Tapbpl
NM_001033126	Cd27
NM_009446	Tuba3a
NM_010736	Ltbr
NM_198604	Plekhg6
NM_007657	Cd9
NM_001164035	Ntf3
ENSMUST00000100934	Gm10415
NM_145983	Kcna5
NM_010595	Kcna1
NM_013568	Kcna6
NM_025358	Ndufa9
NM_207210	Dyrk4
NM_009013	Rad51ap1
NM_177003	9630033F20Rik
NM_201371	Prmt8
NM_175414	Tspan9
ENSMUST00000071101	Gm10010
NM_011567	Tead4
NM_011657	Tulp3
NR_027360	5930416I19Rik
NM_133927	Itfg2
NM_010219	Fkbp4
NM_007376	Pzp
NM_001001179	BC048546
NM_010737	Klrb1a
ENSMUST00000032517	Clec2j
NM_001099918	Gm4696
NM_001159904	Klrb1c
NM_030599	Klrb1b
NM_153506	Clec2e
NM_001033122	Cd69
BC089479	4922502D21Rik
NM_033078	Klrk1
NM_027709	Clec12b
NM_175526	Clec1a
NM_020008	Clec7a
NM_138648	Olr1
NM_021378	Klrc3
NM_010653	Klrc2
NM_001136068	Klrc1
NM_001012520	Klri1
NM_177155	Klri2
NM_001014997	Gm156
NM_133203	Klra17
NM_008463	Klra5
NM_016659	Klra1
NM_008464	Klra6
NM_001101620	Klra8
ENSMUST00000112029	LOC640965
NM_008459	Klra10
NM_010648	Klra3
XM_001480319	Gm6590
AK136154	Gm6600
ENSMUST00000072940	Gm5581
NM_001170851	Klra2
NM_025564	Magohb
NM_172891	Styk1
NM_139117	Csda
ENSMUST00000082150	Hmgb1l
NM_199156	Tas2r130
NM_199154	Tas2r107
NM_207016	Tas2r106
NM_207011	Tas2r104
NM_020501	Tas2r105
NM_207019	Tas2r114
NM_207024	Tas2r121
NM_207020	Tas2r115
NM_181276	Tas2r136
NM_207030	Tas2r131
NM_207017	Tas2r109
NM_053211	Tas2r103
NM_021562	Tas2r140
XR_035024	Gm7039
XR_031383	Gm6375
NM_001177652	Gm5886
NM_010594	Kap
XR_030853	Gm8956
NM_008514	Lrp6
AK141161	D230041D01Rik
NM_026345	Mansc1
NM_130447	Dusp16
NM_001167693	Gpr19
NM_053118	Gprc5d
NM_013546	Hebp1
NM_010352	Gsg1
NM_029595	Pbp2
NM_001166630	Dynlt1c
NM_008171	Grin2b
NM_025806	Plbd1
NM_001127318	Gucy2c
NM_175652	Hist4h4
NM_021714	Wbp11
NM_001039558	C030030A07Rik
NM_026639	Art4
NM_008597	Mgp
NM_026983	Erp27
NM_007486	Arhgdib
NM_181988	Rerg
NM_007945	Eps8
NM_177787	Slc15a5
NM_207222	Lmo3
NM_015777	Igbp1b
NM_001128090	Rergl
NM_054066	Plcz1
NM_013797	Slco1a1
NM_030687	Slco1a4
NM_001081318	Gm6614
NM_023718	Slco1a6
NM_130861	Slco1a5
NM_023042	Recql
NM_145572	Gys2
NM_008428	Kcnj8
BC151094	Gm766
NM_011374	St8sia1
NM_029081	5730419I09Rik
NM_011444	Sox5
ENSMUST00000100814	Gm10396
NM_001024468	Bcat1
NM_177222	Casc1
NM_021284	Kras
NM_028742	Ifltd1
NM_024469	Bhlhe41
NM_019923	Itpr2
NM_138757	4933424B01Rik
NM_026281	Tm7sf3
NM_028509	1700034J05Rik
NM_008970	Pthlh
ENSMUST00000100778	Gm6288
NM_026168	Ergic2
NM_198967	Tmtc1
ENSMUST00000024796	Gm6313
NM_001081113	Ipo8
NM_181541	Caprin2
NM_001113424	Amn1
ENSMUST00000100766	Gm10388
NM_025348	Ndufa3
NM_027328	Prpf31
NM_146176	Cnot3
NM_001164204	Tsen34
NM_021324	Ttyh1
NM_172736	Leng8
NM_001081239	Lilra5
NM_010746	Ncr1
NM_026146	Eps8l1
NM_001003920	Brsk1
NM_146177	Suv420h2
NM_030028	Tmem190
NM_170759	Zfp628
NM_201355	Nat14
NM_173008	A430110N23Rik
NM_025324	Zfp524
NM_001033383	6430526N21Rik
NM_026900	Zfp580
NM_146178	Ccdc106
NM_133671	U2af2
NM_010147	Epn1
NR_003622	Gm5065
NM_030741	Vmn1r62
NM_031389	Nlrp4c
NM_001146024	Zfp444
NM_178028	Galp
NM_133204	Zscan5b
NM_001177416	Gm6792
NM_001024928	Zfp667
NM_001025163	Zfp78
NM_175247	Zfp28
NM_177061	Olfr1344
NM_146915	Olfr1336
NM_146916	Olfr1346
NM_146389	Olfr1350
NM_021323	Usp29
AF365933	Zfp264
NM_146179	Zfp418
NM_009489	Vmn2r37
NM_134229	Vmn1r67
NM_134228	Vmn1r70
NM_172481	Nlrp4b
XR_032640	Gm5130
NM_134203	Vmn1r73
NM_134206	Vmn1r74
NM_134207	Vmn1r75
NM_134208	Vmn1r78
NM_001166835	V1rg10
NM_134204	Vmn1r80
NM_134234	Vmn1r82
NM_026112	Zfp606
BC087883	2900092C05Rik
XR_033648	Gm6946
NM_022981	Zfp110
NM_153802	Zfp128
NM_001001447	Zscan22
NM_009095	Rps5
NM_029809	2310014L17Rik
NM_178732	Zfp324
NM_001168562	Zfp446
NM_011588	Trim28
NM_134226	Vmn1r89
NM_001083188	Lig1
NM_001168504	Pla2g4c
NM_013877	Cabp5
NM_001033418	Bsph1
XR_033718	Gm8007
NM_001111296	Sult2a1
NM_001038676	Gm4745
NM_027802	Obox1
NM_145708	Obox2
NM_145709	Obox5
NM_001033638	Crxos1
NM_001099277	Zfp541
NM_025898	Napa
NM_133727	Kptn
NM_148946	Slc8a2
NM_008627	Meis3
NM_133234	Bbc3
NM_198631	Zc3h4
NM_026938	Tmem160
NM_011927	Ceacam9
NM_198613	Ap2s1
NM_009201	Slc1a5
NM_133789	Strn4
NM_178900	Prkd2
NM_001081655	Dact3
NM_010320	Gng8
NM_008967	Ptgir
NM_001099636	Pnmal2
NM_001007569	Pnmal1
NM_001101535	Ccdc8
NM_007676	Psg16
ENSMUST00000108491	Ceacam3
NM_054064	Psg29
NR_002857	Psg-ps1
NM_028480	Ceacam5
NM_025957	Ceacam14
ENSMUST00000108490	Gm5155
NM_023289	Ceacam11
NM_027210	Ceacam13
NM_026087	Ceacam12
NM_001003393	Igfl3
NM_153749	Mill1
NM_001004152	Psg22
NM_153761	Mill2
NM_009402	Pglyrp1
NM_001029877	Nova2
NM_194064	Nanos2
NM_178757	Irf2bp1
NM_026605	Sympk
NM_031255	Rsph6a
NM_010058	Dmwd
NM_032418	Dmpk
NM_011383	Six5
NM_175530	Fbxo46
NM_028153	Eml2
NR_029763	Mir330
NM_175668	Gpr4
NM_207525	Opa3
NM_013648	Rtn2
NM_007948	Ercc1
NM_001010836	Ppp1r13l
NM_007949	Ercc2
ENSMUST00000011407	Exoc3l2
NM_025960	Trappc6a
NM_027116	Nkpd1
NM_022409	Zfp296
ENSMUST00000094754	Gm4970
NM_027839	Ceacam20
NM_194058	Nlrp9b
NM_001166714	Vmn1r122
NM_001166837	Vmn1r114
NM_030736	Vmn1r148
NM_011860	Nlrp5
NM_001166842	Vmn1r168
NM_001166722	Vmn1r170
NM_030737	Vmn1r171
NM_030735	Vmn1r172
NM_207548	Vmn1r174
NM_206868	Vmn1r178
NM_207545	Vmn1r179
NM_206869	Vmn1r180
NM_207546	Vmn1r181
NM_207619	V1rd19
NM_203489	Vmn1r183
NM_001045486	Zfp180
NM_021307	Zfp112
NM_019941	Zfp235
NM_018791	Zfp108
NM_009567	Zfp93
NM_029806	Lypd5
NM_008433	Kcnn4
NM_028047	1500002O20Rik
NM_011113	Plaur
NM_153112	Cadm4
NM_146183	Zfp428
NM_153134	Irgq
NM_009532	Xrcc1
NM_023154	Ethe1
NM_133743	Lypd3
BC049730	BC049730
NM_007675	Ceacam10
ENSMUST00000073390	Gm5893
NM_027732	Dmrtc2
NM_007655	Cd79a
NM_001130150	Arhgef1
NM_175477	Zfp574
ENSMUST00000098678	D930028M14Rik
NM_175436	Zfp526
NM_027882	Cic
BC147639	Prr19
NM_183311	Tmem145
NM_001160400	Megf8
XR_034166	Gm4607
NM_025504	Atp5sl
NM_146184	B3gnt8
NM_138586	Exosc5
NM_172148	B9d2
NM_011577	Tgfb1
NM_009999	Cyp2b10
NM_007813	Cyp2b13
NM_010000	Cyp2b9
NM_009997	Cyp2a4
NM_172896	Nlrp4a
NM_001048219	Nlrp9a
NM_007814	Cyp2b19
NM_013809	Cyp2g1
NM_007812	Cyp2a5
NM_133657	Cyp2a12
NM_007817	Cyp2f2
NM_001100184	Cyp2t4
NM_133770	Adck4
NM_010950	Numbl
NM_144923	Blvrb
NM_133210	Sertad3
NM_018820	Sertad1
NM_019412	Prx
NM_001033315	Hipk4
NM_175107	2310022A10Rik
NM_028417	Ttc9b
NM_198417	C030039L03Rik
NR_033484	Gm10046
BC024577	4933426I21Rik
NM_011762	Zfp59
NM_001024726	Zfp607
NM_001164655	9530053A07Rik
NM_001037957	Dyrk1b
NM_198425	Eid2
NM_001177427	Eid2b
NM_019458	Paf1
NM_001141921	Lrfn1
NM_177396	Il28b
NM_026716	Sycn
NM_207238	Fbxo27
NM_015796	Fbxo17
NM_023637	Sars2
NM_022432	Sirt2
NM_177158	Rinl
NM_177301	Hnrnpl
NM_016772	Ech1
NM_010706	Lgals4
NM_008496	Lgals7
NM_001110807	Capn12
NM_008279	Map4k1
NM_182694	Ggn
NM_029887	Yif1b
NM_026731	Ppp1r14a
NM_013874	Dpf1
ENSMUST00000098602	4932431P20Rik
ENSMUST00000053635	4930432E11Rik
ENSMUST00000063585	6330444E15Rik
NM_023750	Zfp84
NM_013705	Zfp30
NM_146185	Zfp790
NM_172740	Zfp420
ENSMUST00000077142	C230062I16Rik
NM_001167872	Zfp568
NM_011981	Zfp260
NM_001081007	Zfp382
NM_001033540	Gm5113
NM_009944	Cox7a1
NM_027259	Polr2i
NM_001081114	Clip3
NM_198027	Alkbh6
NM_153577	AI428936
NM_011662	Tyrobp
NM_172142	Nfkbid
NM_019546	Prodh2
BC065044	Gm1082
NM_001012401	Hspb6
NM_145580	Tmem149
NM_026961	2200002J24Rik
ENSMUST00000085702	Gm4883
NM_018731	Atp4a
NM_172205	Sbsn
NM_001166173	Dmkn
NM_001033131	Krtdap
NM_175240	Fam187b
NM_144556	Lgi4
ENSMUST00000098547	Gm10640
NM_207262	Abpe
GU269228	Gm5326
XM_910464	Gm5327
ENSMUST00000094572	Gm5116
XR_034523	Gm4405
XM_001481136	Gm5731
XM_001472266	Gm12755
NM_009596	Abpa
NM_008820	Pepd
NM_007678	Cebpa
NM_017394	Slc7a10
NM_027897	Rhpn2
NM_028120	Ccdc123
NM_021291	Slc7a9
NM_145633	Ankrd27
NM_172298	Tshz3
XM_892546	Gm6795
NM_001085385	1600014C10Rik
AK034698	9430025M13Rik
NM_001004139	Zfp619
NM_021387	Vstm2b
NM_207248	4930433I11Rik
NM_183166	Gm4884
NM_001033782	Gm5592
XR_030730	Gm9246
XR_031416	Gm15470
NM_023363	Zfp788
NR_004441	Gprc2a-rs5
NM_001111282	Hmg1l1
ENSMUST00000087694	Gm10351
NM_145581	Siglec5
NM_172900	Siglecg
NM_177693	Lim2
NM_024253	Nkg7
NM_028849	Cldnd2
NM_026695	Etfb
BC112410	Vsig10l
NM_001008549	Zfp658
NM_172482	Zfp719
NM_028913	Zfp819
NM_028236	Ceacam18
NM_145582	Ctu1
NM_174866	Klk14
NM_001039042	Klk13
NM_027097	Klk12
NM_001177373	Klk11
NM_133712	Klk10
NM_028660	Klk9
NM_008940	Klk8
NM_011872	Klk7
NM_011177	Klk6
NM_026806	Klk5
NM_019928	Klk4
NM_174865	Klk15
NM_010639	Klk1
NR_033120	Klk1b7-ps
NM_008457	Klk1b8
NM_010645	Klk1b1
NM_010116	Klk1b9
NM_010640	Klk1b11
NM_010644	Klk1b26
NM_020268	Klk1b27
NM_010642	Klk1b21
NM_010114	Klk1b22
NM_008454	Klk1b16
NM_010643	Klk1b24
NM_008693	Klk1b3
NM_010915	Klk1b4
NM_008456	Klk1b5
NM_001034115	Shank1
NM_016663	Syt3
NM_198250	Lrrc4b
NM_026690	Aspdh
NM_025368	Josd2
NM_028169	Fam71e1
NM_008437	Napsa
NM_008422	Kcnc3
ENSMUST00000094460	2310016G11Rik
BC048526	1700023D19Rik
NM_133945	Vrk3
NM_053074	Nup62
NM_010215	Il4i1
NM_026270	Akt1s1
NR_030488	Mir707
NM_021549	Pnkp
NM_001077591	Tsks
NM_016849	Irf3
NM_009101	Rras
NM_025533	Nosip
NR_029560	Mir150
NM_029406	Pih1d1
NM_182993	Slc17a7
NM_053256	Pth2
NM_011565	Tead2
XM_355900	Slc6a16
NM_010473	Hrc
NR_027802	Mtag2
NM_010596	Kcna7
NM_198190	Ntf5
NM_008497	Lhb
NM_030678	Gys1
NM_001045555	Tulp2
NM_148927	Plekha4
NM_025330	Hsd17b14
NM_009737	Bcat2
NM_008051	Fut1
NM_001018013	Izumo1
NM_028544	Rasip1
NM_172418	Mamstr
NM_001033356	Ntn5
NM_009800	Car11
NM_016974	Dbp
NM_001033170	Fam83e
NM_001005511	Lmtk3
NM_133950	Kdelr1
NM_144801	Tmem143
NM_001033243	Ccdc114
NM_153057	Nomo1
NM_013624	Otog
NM_010866	Myod1
NM_008421	Kcnc1
NM_011314	Saa2
NM_008186	Gtf2h1
NM_001136069	Ldha
NM_013580	Ldhc
NR_033461	Gm9999
NM_026436	Tmem86a
XM_884524	Mrgprb13
NM_207539	Mrgprb8
NM_028031	Zdhhc13
NM_175272	Nav2
AK157552	F830223B06Rik
NM_001146049	Htatip2
NM_133740	Prmt3
NM_001146013	Slc6a5
NM_001037906	Nell1
NM_172901	4933405O20Rik
NM_177694	Ano5
NM_080853	Slc17a6
NM_008087	Gas2
XM_885168	Gm6181
NM_178705	Luzp2
NM_178706	Siglech
NM_146190	Tubgcp5
NM_001164661	Cyfip1
NM_010418	Herc2
NM_021879	Oca2
NM_008071	Gabrb3
NM_009728	Atp10a
NM_011668	Ube3a
NR_003376	Gm7367
NM_010882	Ndn
NM_013779	Magel2
NM_130880	Otud7a
NM_001039104	Trpm1
NR_029805	Mir211
NM_172742	Mtmr10
NM_028626	Mcee
NM_007461	Apba2
NM_172310	Tarsl2
NM_178056	Tm2d3
NM_011048	Pcsk6
NM_021336	Snrpa1
NM_024439	H47
NM_001081163	Chsy1
NM_152815	Lins2
ENSMUST00000098386	Gm10623
NM_001164201	Lass3
ENSMUST00000098385	Gm10622
NM_175215	Lysmd4
NM_025905	Ttc23
NM_010513	Igf1r
NM_001013811	Fam169b
NR_003648	Gm5334
BC070425	B130024G19Rik
NM_177740	Rgma
ENSMUST00000098370	Gm10618
NM_029332	Akap13
NM_182782	Klhl25
DQ867033	Agbl1
BC006942	Gm9885
NM_026498	Mrps11
NR_029826	Mir7-2
NM_026531	Aen
NM_020583	Isg20
NM_007424	Acan
NM_018811	Abhd2
NM_145946	Fanci
ENSMUST00000098356	Gm10616
NR_029818	Mir9-3
NM_029835	5730590G19Rik
ENSMUST00000035939	9330171B17Rik
NM_001037927	Wdr93
NM_008589	Mesp2
NM_175433	Zfp710
NM_013659	Sema4b
NM_178752	D330012F22Rik
NM_177765	Ttll13
NR_028053	Ngrn
NM_178070	Vps33b
NM_145150	Prc1
NM_009553	Zscan2
NM_178707	Zfp592
NM_054085	Alpk3
NM_001004184	Slc28a1
NM_008803	Pde8a
NM_001004185	Whamm
NM_145375	Tm6sf1
AK080712	4833418N17Rik
NM_017400	Sh3gl3
ENSMUST00000094237	Adamtsl3
NM_175317	Eftud1
ENSMUST00000032872	1700010L04Rik
NM_175366	Mex3b
ENSMUST00000066005	A530021J07Rik
XR_033995	Gm7957
NM_177695	Tmc3
NM_023377	Stard5
NM_023403	Mesdc2
AK011897	2610206C17Rik
NM_146415	Olfr291
NM_146416	Olfr290
NM_001105184	Vmn2r71
NM_212436	Olfr301
NM_001011767	Olfr299
NM_146618	Olfr297
NM_146851	Olfr295
NM_001011752	Olfr293
NM_146620	Olfr292
NM_001105188	Vmn2r77
NM_001105189	Vmn2r78
NM_001105190	Vmn2r79
NM_015760	Nox4
NM_001143834	Grm5
NM_009982	Ctsc
NM_028238	Rab38
NM_008055	Fzd4
NM_146194	Picalm
NM_001040085	Sytl2
NM_027298	Ccdc89
NM_145151	Crebzf
NM_011807	Dlg2
NM_025515	Ccdc90b
NM_029494	Rab30
NM_028243	Prcp
ENSMUST00000098304	Gm10607
XM_620527	Gm5899
ENSMUST00000068485	Gm9966
NM_011858	Odz4
NR_030489	Mir708
NM_153591	Nars2
NM_010248	Gab2
NM_001039039	Kctd21
NM_199035	Alg8
NM_024220	Ndufc2
NM_001012434	Kctd14
NM_027256	Ints4
NM_023671	Clns1a
ENSMUST00000070021	Gm9990
NM_011035	Pak1
NM_177696	Gdpd4
NM_001130693	Gucy2d
NM_001113379	Lrrc32
NM_028410	Prkrir
NM_009519	Wnt11
NM_010837	Mtap6
NM_201352	Gdpd5
NM_028145	Klhl35
NM_177231	Arrb1
NR_029760	Mir326
ENSMUST00000098265	Gm10605
NM_147063	Olfr520
NM_146356	Olfr521
NM_001164258	Xrra1
NM_133709	Chrdl2
NM_026010	Lipt2
NM_020574	Kcne3
NM_027629	Pgm2l1
NM_177161	P4ha3
NM_001017985	C2cd3
NM_009464	Ucp3
NM_011671	Ucp2
NM_183270	Chchd8
NM_001163663	Rab6
BC079886	Fam168a
NM_199012	Fchsd2
NM_019990	Stard10
NM_001040111	Arap1
NM_001143848	Pde2a
NR_029791	Mir139
NM_009191	Clpb
NM_008887	Phox2a
NM_133947	Numa1
NM_011644	Trpc2
NM_009710	Art1
NM_145583	Pgap2
NM_009287	Stim1
NM_009103	Rrm1
NM_147079	Olfr547
NM_147101	Olfr549
NM_147104	Olfr550
NM_147102	Olfr552
NM_146325	Olfr554
NM_147103	Olfr555
NM_146754	Olfr556
NM_146361	Olfr557
NM_147093	Olfr558
NM_147092	Olfr561
NM_146359	Olfr564
NM_147091	Olfr568
NM_147110	Olfr570
NM_147089	Olfr572
NM_146360	Olfr574
NM_001001805	Olfr576
NM_147053	Olfr582
NM_147054	Olfr584
NM_147087	Olfr585
NM_207556	Olfr592
NM_146380	Olfr593
NM_207143	Olfr594
NM_001011845	Olfr597
NM_001011793	Olfr598
NM_146731	Olfr599
NM_010089	Usp17l5
NM_147094	Olfr606
NM_146756	Olfr608
NM_147100	Olfr613
NM_147080	Olfr615
NM_147047	Olfr618
NM_147076	Olfr619
NM_001025386	Olfr243
NM_147097	Olfr628
NM_013616	Olfr65
NM_146959	Olfr631
NM_147119	Olfr632
NM_146354	Olfr633
NM_147118	Olfr635
NM_147120	Olfr638
NM_147072	Olfr641
NM_147056	Olfr646
NM_001013616	Trim6
NM_030684	Trim34
NM_146813	Olfr651
NM_147048	Olfr652
NM_147074	Olfr653
NM_146379	Olfr654
NM_147075	Olfr656
NM_146312	Olfr657
NM_147050	Olfr659
NM_146748	Olfr661
NM_001011757	Olfr663
NM_146814	Olfr665
NM_147043	Olfr669
NM_147095	Olfr676
NM_146358	Olfr677
NM_146758	Olfr678
NM_147044	Olfr679
NM_207557	Olfr681
NM_146750	Olfr689
NM_146355	Olfr692
ENSMUST00000106805	Gm5901
NM_001033317	Cnga4
NM_007627	Cckbr
NM_011421	Smpd1
NM_019502	Fxc1
NM_010562	Ilk
NM_028910	Olfr701
NM_146596	Olfr703
NM_147034	Olfr713
NM_147033	Olfr714
NM_020598	Olfr17
NM_146604	Olfr716
NM_001002894	Nlrp14
NM_029660	Rbmxl2
ENSMUST00000078065	Gm15514
NM_021889	Syt9
NM_172907	Olfml1
NM_008905	Ppfibp2
NM_001005488	Olfr467
NM_146774	Olfr472
NM_146775	Olfr473
NM_146495	Olfr474
NM_146924	Olfr476
NM_146926	Olfr477
XR_033898	Gm6702
NM_001011742	Olfr479
NM_146925	Olfr481
NM_146735	Olfr483
NM_146736	Olfr491
NM_146737	Olfr494
NM_146364	Olfr495
NM_146738	Olfr497
NM_001011527	Olfr503
NM_001011871	Olfr506
NM_146743	Olfr507
NM_146773	Olfr508
NM_146311	Olfr510
NM_146724	Olfr512
NM_146723	Olfr513
NM_025344	Eif3f
NM_021885	Tub
NM_020616	D930014E17Rik
NM_181517	Ipo7
NR_033336	Snora23
NM_009281	Zfp143
NM_009516	Wee1
NM_009302	Swap70
XR_002170	Gm9132
NM_009627	Adm
NM_009667	Ampd3
NM_009431	Ctr9
NM_133758	Usp47
NM_177282	Mical2
AB359922	Micalcl
NM_020606	Parva
NM_175279	Rassf10
NM_007489	Arntl
NM_026143	Far1
NM_145584	Spon1
NM_011055	Pde3b
NM_054084	Calcb
NM_173767	Insc
ENSMUST00000032900	1110006G14Rik
NM_019772	1110004F10Rik
ENSMUST00000098096	Gm10589
NM_001130479	Nucb2
NM_175645	Xylt1
NR_027879	4930583K01Rik
NM_001105252	Tmc5
NM_182995	6330503K22Rik
NM_027815	9030624J02Rik
NM_001081446	Iqck
NM_178758	Acsm5
NM_001177978	Acsm2
NM_054094	Acsm1
NM_178414	Acsm4
NM_016870	Acsm3
NM_028129	2610020H08Rik
NM_029610	Lyrm1
NM_145586	Tmem159
NM_028085	Anks4b
NM_026458	Abca14
NM_177213	Abca15
NR_024051	Abca16
ENSMUST00000094067	Gm16475
NR_024324	E130201H02Rik
NM_025899	Uqcrc2
NM_001164580	BC030336
NM_177697	Vwa3a
XM_488079	Gm5737
ENSMUST00000033166	4933427G17Rik
NM_139310	Otoa
NM_001081327	Hs3st2
ENSMUST00000065310	1700069B07Rik
NM_011326	Scnn1g
NM_011325	Scnn1b
NM_138589	Ubfd1
NM_021608	Dctn5
NM_011121	Plk1
NM_027363	2010110P09Rik
NM_008855	Prkcb
NM_019430	Cacng3
BC016578	LOC100134980
XR_034502	Gm6905
NM_144925	Tnrc6a
NM_146198	Slc5a11
NM_025304	Lcmt1
NM_007474	Aqp8
ENSMUST00000106437	Hs3st4
ENSMUST00000104912	Gm16496
ENSMUST00000060220	4930533L02Rik
NM_001145759	4930571K23Rik
NM_029842	Jmjd5
NM_001008700	Il4ra
NM_021887	Il21r
NM_145587	Sbk1
NM_030566	Rabep2
NM_138310	Apob48r
NM_175103	Bola2
NM_011952	Mapk3
NM_024228	Gdpd3
NM_026875	Ypel3
NM_011538	Tbx6
NM_026884	Fam57b
NM_010069	Doc2a
NM_172746	Hirip3
NM_172747	Kctd13
NM_144926	Sez6l2
NM_026638	Cdipt
NM_178901	AI467606
NM_016754	Mylpf
NM_146201	Zfp553
NM_177362	Zfp771
NM_008400	Itgal
AK089156	LOC100048345
XM_001480376	Smt3h2-ps2
NM_145589	Prr14
NM_010183	Fbrs
ENSMUST00000084563	Srcap
AF357389	Snora30
NM_172281	Rnf40
NM_007795	Ctf1
NM_172748	Fbxl19
NM_198424	Orai3
NM_009294	Stx4a
NM_172749	Zfp646
NM_009739	Bckdk
NM_026370	Myst1
NM_139149	Fus
ENSMUST00000079045	B230325K18Rik
NM_001079932	Trim72
NM_001082960	Itgam
NM_021334	Itgax
NM_146205	Armc5
NM_009365	Tgfb1i1
NM_013863	Bag3
NM_178641	Inpp5f
NM_001029982	Sec23ip
NM_001080963	Ppapdc1a
NM_172255	Wdr11
NM_001004468	Tacc2
NM_001081038	Btbd16
NM_133942	Plekha1
NM_019564	Htra1
NM_007769	Dmbt1
NM_175166	5430419D17Rik
NM_183272	Fam24a
NM_001039534	Pstk
NM_025826	Acadsb
NM_008257	Hmx3
NM_145998	Hmx2
NM_009774	Bub3
NM_173410	Gpr26
NR_028578	Gm10584
NM_029609	Lhpp
NM_198017	Fam175b
NM_178115	2700050L05Rik
NM_025392	Bccip
NM_025850	Fank1
NM_001033420	Dock1
AK019946	5430417C01Rik
NM_001163611	Nps
ENSMUST00000097982	4930544L04Rik
NM_183193	Foxi2
NM_011212	Ptpre
NM_008598	Mgmt
ENSMUST00000097978	Gm10578
NM_023140	Glrx3
NM_026391	Ppp2r2d
NM_028708	Jakmip3
NM_011993	Dpysl4
NM_027164	Lrrc27
NM_001098636	Pwwp2b
NM_001127363	Inpp5a
NM_177469	Gpr123
NM_177261	Kndc1
NM_009482	Utf1
NM_027201	Zfp511
NM_009475	Prap1
NM_199301	Mtg1
NM_146518	Olfr523
NM_172909	Cd163l1
NM_175533	5830411N06Rik
NM_146956	Olfr525
NM_001011776	Olfr527
NM_001011815	Olfr533
NM_146954	Olfr535
NM_146964	Olfr61
NM_146960	Olfr53
NM_146961	Olfr539
NM_146963	Olfr45
NM_146962	Olfr541
NM_021282	Cyp2e1
NM_029821	1190003J15Rik
NM_001099742	Scgb1c1
NM_027019	Odf3
NM_053194	Ric8
NM_011875	Psmd13
NM_001081389	Nlrp6
NM_145387	Athl1
NM_177897	B4galnt4
NM_019762	Pkp3
NM_013782	Ptdss2
NM_025886	Rassf7
NM_001081118	Phrf1
NM_007878	Drd4
NM_027797	Tmem80
NM_133191	Eps8l2
NM_011528	Taldo1
NM_026020	Rplp2
